recording_name,age_months,exp_to_target_lang,fre_exp,eng_exp,subject_id,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,exp_to_target_lang_centred,age_months_centred
CompMix36_S01_88272000_F1,46,65,65,35,88272000,0.5575713291343349,0.3387796475387355,14,0.10953878406708596,0.5257600258133852,12,1.4615384615384615,0.6602252917735247,13,0.5714285714285714,0.5345224838248488,7,0.8333333333333334,0.408248290463863,6,460.2,273.4039136515789,5,15,14,1033.3333333333335,640.3847223291579,13,0.0442857142857142,0.08794353833037376,14,0.004077617784514352,0.089279664470802,14,418.7857142857143,261.1425129846002,14,1062.820512820513,707.0463421265468,13,0.15000000000000002,21
CompMix36_S04_82812000_F1,39,70,70,30,82812000,0.7687440261647006,0.19867486475308502,15,0.49910152740341424,0.20893682551044815,14,1.2666666666666666,0.5936168397046637,15,1,0,5,1,0,10,372,131.03434664239754,10,17,15,1633.1481481481483,613.3818442781501,15,0.04566666666666667,0.07480609855454537,15,0.028386507936507974,0.05077955958434208,15,437.53333333333336,222.4618319322815,15,1557.7777777777778,721.1341009371222,15,0.19999999999999996,14
CompMix36_S21_503484000_F1,37,50,50,50,503484000,0.847971791112014,0.12690687634292583,13,0.49937106918238994,0.1691552406003477,10,2.1538461538461537,0.8006407690254357,13,0.3333333333333333,0.5773502691896257,3,1,0,6,257,130.64149417394154,6,12,13,898.7179487179487,628.9654197240181,13,0.10692307692307697,0.14985463041364527,13,0.05771993810786917,0.09893174514078645,13,363.9230769230769,186.18112218055367,13,826.9230769230769,560.693125182377,13,0,12
CompMix36_S25_93468000_F1,37,90,90,10,93468000,0.9091529383239937,0.12970179872192597,14,0.5927672955974843,0.11138630960903466,12,2.4285714285714284,0.646206172658864,14,1,0,10,1,0,3,337,258.37182508934677,3,5,14,760.7142857142858,236.4410895361792,14,0.13214285714285717,0.1433086272258675,14,0.08364536340852131,0.10599337150923957,14,381.92857142857144,224.40569864069315,14,844.047619047619,409.742839033453,14,0.4,12
CompMix36_S28_502428000_F1,38,40,40,60,502428000,0.8320781226778294,0.1835985819263849,11,0.4009433962264151,0.2437403975751525,8,1.0909090909090908,0.30151134457776363,11,0.6666666666666666,0.5773502691896257,3,1,0,3,623.3333333333334,628.9374637699151,3,5,11,1690.909090909091,615.6461662515263,11,0.025000000000000227,0.16795336654361337,7,0.010925697865352977,0.11990813458710284,7,406.42857142857144,198.710725379765,7,1634.848484848485,689.1401464246162,11,-0.09999999999999998,13
CompMix36_S13_536412000_F2,40.43333333333333,70,70,40,536412000,0.7321289846277536,0.21514493218114225,14,0.33962264150943394,0.28217267565811865,12,1.7857142857142858,0.8017837257372732,14,0.75,0.5,4,1,0,7,513.1428571428571,142.8722372977906,7,12,14,923.2142857142858,432.7310727445874,14,0.09884615384615379,0.08834482266838112,13,0.04941979285082733,0.10225872752471109,13,397.2307692307692,152.822966122108,13,802.3809523809524,512.5292212998228,14,0.19999999999999996,15.43333333333333
CompMix36_S15_97932000_F2,39.46666666666667,45,45,50,97932000,0.5627342777394975,0.284107682800181,12,-0.0025157232704402623,0.31404864066523475,10,1.5,0.7977240352174656,12,0.3333333333333333,0.5773502691896257,3,0.8333333333333334,0.408248290463863,6,810.2,462.03917582819753,5,12,12,825.2314814814815,644.1564341765003,12,0.06249999999999989,0.16575584454250772,12,0.05202777777777782,0.11544828815992575,12,401.1666666666667,213.76062794772582,12,691.6666666666667,608.3800314164353,12,-0.04999999999999999,14.466666666666669
CompMix36_S17_94332000_F2,38,40,40,60,94332000,0.6443366169042721,0.27766768237556966,16,0.26690251572327045,0.389314229978365,16,1.75,0.6831300510639732,16,0.625,0.5175491695067657,8,1,0,6,400.8333333333333,162.67073082354634,6,22,16,1054.1666666666667,698.2525219160615,16,0.11218749999999994,0.0976211853714824,16,0.05351412835249042,0.11694947009551446,16,380.125,215.9589081283752,16,1102.0833333333335,766.5187055290471,16,-0.09999999999999998,13
CompMix36_S24_545388000_F2,41,40,40,60,545388000,0.6351568953665809,0.20513392356562826,15,0.2376460017969452,0.2747452559944118,14,1.3333333333333333,0.4879500364742666,15,0.4,0.5477225575051661,5,1,0,10,285.7,233.37240149121698,10,23,15,1397.7777777777778,722.0140115013232,15,0.07100000000000002,0.16100354920666451,15,0.019644444444444353,0.1343637581737799,15,335.53333333333336,215.2031819555871,15,1252.2222222222224,780.9707702054822,15,-0.09999999999999998,16
CompMix36_S30_109320000_F2,40.2,60,60,40,109320000,0.5146070796548532,0.21519219228694952,16,0.029481132075471705,0.1556857866308112,16,1.1875,0.4031128874149275,16,0.375,0.5175491695067657,8,1,0,6,498,250.27424957434195,6,20,16,1084.8958333333335,521.5736405341053,16,0.06406250000000008,0.06812289752107344,16,0.03192187499999999,0.0401070496799226,16,416.25,153.04618039445916,16,1184.375,545.9096638740801,16,0.09999999999999998,15.200000000000003
CompMix36_S03_86508000_E1,43.2,30,70,30,86508000,0.8556713517636446,0.22630539962451357,16,0.7032232704402516,0.29089183501072946,16,1.375,0.6191391873668903,16,0.75,0.4629100498862757,8,1,0,6,306.5,182.91938114918275,6,11,16,1889.236111111111,837.1977527206424,16,0.10375000000000004,0.15576156992874304,16,0.04435516624579122,0.1190864520297976,16,369.4375,231.92986547661343,16,1866.6666666666667,884.2866972667648,16,-0.2,18.200000000000003
CompMix36_S05_96120000_E1,46,40,60,40,96120000,0.7812239877631485,0.16217192745884693,16,0.5157232704402516,0.2905905405008069,16,1.9375,0.9287087810503355,16,0.4,0.5477225575051661,5,1,0,7,261.2857142857143,251.98327608905205,7,18,16,1168.6631944444446,587.595095348553,16,0.10343749999999996,0.08728724133571868,16,0.06843795897190297,0.07614491226225671,16,421.5,187.2171644552568,16,878.125,506.8317987480879,16,-0.09999999999999998,21
CompMix36_S06_93168000_E1,44.333333333333336,50,50,50,93168000,0.5982187259581533,0.27732591336440704,14,0.1069182389937107,0.3322365636606526,12,1.2857142857142858,0.4688072309384954,14,0.42857142857142855,0.5345224838248488,7,0.8571428571428571,0.3779644730092272,7,515,338.2300991928424,6,15,14,1223.8095238095239,735.514364055101,14,0.07999999999999992,0.11625568637870837,14,0.009434523809523825,0.10611273525804456,14,384.14285714285717,189.72241145050157,14,1291.6666666666667,690.3099142977579,14,0,19.333333333333336
CompMix36_S26_83640000_E1,44,40,60,40,83640000,0.7241647020608084,0.2749197353436094,12,0.3529874213836478,0.2416375610073916,8,1.6666666666666667,0.778498944161523,12,0.5714285714285714,0.5345224838248488,7,1,0,5,526.6,217.743656624022,5,8,12,952.7777777777778,715.3911599848798,12,0.15416666666666665,0.16897866101608183,12,0.1081249999999998,0.12314172001020084,12,340.25,197.99867997723436,12,841.6666666666667,678.0281868935998,12,-0.09999999999999998,19
CompMix36_S29_98280000_E1,40.43333333333333,20,80,20,98280000,0.7104529366866978,0.27133877047294713,15,0.431266846361186,0.2804399438251055,14,1.3333333333333333,0.816496580927726,15,0.625,0.5175491695067657,8,1,0,7,555.7142857142857,427.58925551114055,7,15,15,1612.7777777777778,854.5273144943532,15,0.1267857142857143,0.121964798560536,14,0.07716379310344819,0.10778342224458923,14,435.2857142857143,161.41939096719383,14,1502.2222222222224,954.955053098916,15,-0.3,15.43333333333333
CompMix36_S07_535140000_E2,41.266666666666666,50,50,50,535140000,0.6568809404814181,0.28608607380284906,14,0.30974842767295596,0.3090107249764925,12,1.6923076923076923,0.7510676161988108,13,0.6666666666666666,0.5773502691896257,3,1,NA,1,371,NA,1,13,14,857.2649572649573,635.8952998597063,13,0.2975000000000001,0.22384532778065913,14,0.1754128536934215,0.13564245846300732,14,456.7857142857143,132.10437515111275,14,629.1666666666667,589.9462824373218,12,0,16.266666666666666
CompMix36_S14_94020000_E2,38,55,45,55,94020000,0.5721757063318657,0.23519013690975357,16,0.1285377358490566,0.25533836002092697,16,1.4666666666666666,0.6399404734221844,15,0.2857142857142857,0.4879500364742666,7,0.8888888888888888,0.3333333333333333,9,305.625,181.11790753145152,8,23,16,1107.962962962963,548.4786023081377,15,0.09125000000000003,0.12843286183839384,16,0.027947916666666628,0.10712013796823329,16,410.125,216.54803162347147,16,866.6666666666667,547.7225575051662,15,0.050000000000000044,13
CompMix36_S20_85212000_E2,48,20,80,20,85212000,0.6058689297040071,0.22271393750516252,14,0.16876310272536688,0.3227143730711677,12,1.4285714285714286,0.5135525910130955,14,0.2,0.44721359549995793,5,0.8,0.44721359549995793,5,308,119.1217864204529,4,20,14,1098.2142857142858,604.3748851759989,14,0.06464285714285703,0.10512747364169704,14,0.026610056610056505,0.07910390661666136,14,411.57142857142856,216.44104341534964,14,1037.1794871794873,555.9507141655604,13,-0.3,23
Mix_20_S29,21.033333333333335,42,58,42,17328000,0.3500491642084562,0.3586993155719302,3,NA,NA,NA,1.5,0.7071067811865476,2,NA,NA,NA,0,0,2,NA,NA,NA,2,3,687.5,17.67766952966369,2,0.09166666666666679,0.10420332688227057,3,0.03583333333333331,0.03004175335170106,3,282.6666666666667,288.82924597992724,3,600,141.42135623730945,2,-0.08000000000000002,-3.966666666666665
Mix_20_S36,21.3,62,38,62,16464000,0.6479256177029702,0.34395974428094095,11,0.20723636540296866,0.22707262710850432,10,1.3,0.48304589153964794,10,0.6,0.5477225575051661,5,0.75,0.5,4,207.66666666666666,214.23429541820175,3,8,11,1280.8333333333335,687.0051529988066,10,0.09800000000000009,0.1663697354956389,10,0.03637516708437771,0.11425280159768568,10,458,206.4864805905381,10,1163.3333333333335,785.9412851502991,10,0.12,-3.6999999999999993
Mix_14_S23,14.3,77,23,77,55704000,0.4952691240567489,0.34932866828503295,7,-0.00940434577124083,0.33426467388388453,4,1.2,0.44721359549995793,5,0,0,3,0.5,0.7071067811865476,2,900,NA,1,5,7,1251.6666666666667,418.0144867239784,5,0.13083333333333327,0.11231280722458446,6,0.05364880952380938,0.08561346277603431,6,557.8333333333334,116.75344391779913,6,1220,473.37441136307035,5,0.27,-10.7
Mix_14_S24,14,27,73,27,18348000,0.6747994852535651,0.41921621345395393,5,-0.29324024119327197,0.06014110357283234,2,1,0,4,1,NA,1,NA,NA,NA,NA,NA,NA,2,5,1541.6666666666667,491.50185561610465,4,-0.09400000000000004,0.10731961610069249,5,-0.10912549857549862,0.09500673992054258,5,349.6,183.26565417447975,5,1254.1666666666667,760.6496979312902,4,-0.22999999999999998,-11
Mix_20_S41,20.5,29,71,29,40632000,0.18115942028985507,0.36231884057971014,4,NA,NA,NA,1,NA,1,1,NA,1,0,0,2,NA,NA,NA,1,4,1666.6666666666667,NA,1,-0.02749999999999997,0.1429743566751278,4,-0.052739583333333284,0.15789039789943704,4,229,210.40754105624004,4,1666.6666666666667,NA,1,-0.21000000000000002,-4.5
Mix_20_S45,20.366666666666667,91,9,91,58560000,0.695018730712187,0.15540994091869506,6,0.3177651151056305,0.1250679578155205,4,1.3333333333333333,0.5163977794943222,6,0,NA,1,NA,NA,NA,NA,NA,NA,7,6,945.8333333333334,413.71454195160004,6,0.0866666666666666,0.1145280169507299,6,0.044083333333333176,0.05307081223338405,6,427.5,183.70710383651473,6,619.4444444444445,453.6783817574672,6,0.41000000000000003,-4.633333333333333
Mix_14_S30,14.466666666666667,24.1,75.9,24.1,62880000,0.3838898360428951,0.29881255354220143,11,-0.15372458901925173,0.2579231870453511,10,1.125,0.3535533905932738,8,0,0,5,0.4,0.5477225575051661,5,527,224.8599564173221,2,9,11,1022.9166666666667,602.5038694468383,8,0.049090909090909136,0.06999350619229548,11,-0.0036691919191919357,0.08867617208738675,11,258.6363636363636,148.52021594872042,11,987.5,623.8481449331304,8,-0.259,-10.533333333333333
Mix_14_S32,14.133333333333333,69,28,69,72444000,0.46557615591648127,0.3551304753556303,12,-0.0706983815253943,0.19124251816231239,12,1.6,0.699205898780101,10,0.3333333333333333,0.5163977794943222,6,0.5,0.5477225575051661,6,813.3333333333334,518.0215568230084,3,18,12,848.6111111111112,559.2228495629009,10,0.010416666666666704,0.06020640004235946,12,-0.011743055555555585,0.046115145443875225,12,351.0833333333333,247.56173089971037,12,913.3333333333334,600.2468627958802,10,0.18999999999999995,-10.866666666666667
Mix_14_S34,14.8,57,43,57,70908000,0.4217605862173522,0.35159396045755376,11,-0.11968521768702824,0.30727154991353356,10,1.1428571428571428,0.3779644730092272,7,0.5,0.5477225575051661,6,0.25,0.5,4,1384,NA,1,8,11,1225.0000000000002,635.1035202874265,7,-0.020000000000000018,0.07078135347674552,11,-0.06592032392894463,0.12506613768945024,11,304.27272727272725,160.63131133691894,11,1061.904761904762,665.1868496697339,7,0.06999999999999995,-10.2
Mix_20_S47,20.2,80,20,80,61680000,0.6347329301047756,0.27574187459467686,12,0.2672113383906532,0.17836003731208847,12,1.1818181818181819,0.40451991747794525,11,0.4,0.5477225575051661,5,0.8571428571428571,0.3779644730092272,7,812.8333333333334,409.6659208021417,6,10,12,1434.848484848485,617.8571637097646,11,0.05166666666666675,0.08381075363127594,12,0.0025138888888889266,0.06945318379352552,12,481.5833333333333,241.2073639511083,12,1412.1212121212122,648.3779294469696,11,0.30000000000000004,-4.800000000000001
Mix_14_S41,14.866666666666667,85,6,85,68436000,0.5599213796481717,0.37596014030960534,12,0.10030727354942824,0.40509428270882625,12,1.4444444444444444,0.5270462766947299,9,0.6,0.5477225575051661,5,0.4,0.5477225575051661,5,376.5,58.68986283848344,2,11,12,1326.851851851852,706.1212736396064,9,0.09583333333333333,0.10881246029362414,12,0.018916706138688826,0.14259525583641236,12,438.6666666666667,226.67651493757006,12,1342.5925925925926,676.7524120093655,9,0.35,-10.133333333333333
Mix_14_S43,14,48,52,48,68664000,0.4687228908577363,0.32328547226590204,10,-0.13328269819225919,0.4414359125522279,8,1.125,0.3535533905932738,8,0.3333333333333333,0.5773502691896257,3,0.5714285714285714,0.5345224838248488,7,772.5,487.69218434035486,4,9,10,1217.7083333333335,615.8365954549854,8,0.046499999999999944,0.10645943411042111,10,-0.0124083333333334,0.09403301273790972,10,346.3,183.62948807010517,10,1212.5,622.1921052802068,8,-0.020000000000000018,-11
Mix_20_S51,21.7,40,60,40,49872000,0.6863179291282677,0.33499090613952415,10,0.34834082395255783,0.278543278096781,8,1.1111111111111112,0.3333333333333333,9,1,0,3,1,0,4,843.5,249.59233428399466,4,7,10,1612.0370370370372,731.4975971032997,9,0.09833333333333351,0.05291502622129184,9,0.08425604731525782,0.08036678512626863,9,322.1111111111111,192.63530598286263,9,1483.3333333333335,690.15899939394,9,-0.09999999999999998,-3.3000000000000007
Mix_14_S46,14,29,71,29,51576000,0.47208302402325597,0.2651029562324927,5,-0.26086956521739124,0.15371886547533642,2,1,0,4,0,NA,1,1,0,3,1268,133,3,4,5,945.8333333333334,192.14915117245843,4,0.07999999999999999,0.10776131031126136,5,-0.02530000000000001,0.12122713988395689,5,422.8,302.55115269983685,5,841.6666666666667,289.47589933584504,4,-0.21000000000000002,-11
Mix_20_S53,21.133333333333333,25,73,25,64716000,0.44153487756467064,0.2640365626306759,7,-0.2663043478260869,0.47526418069098697,4,1.2,0.44721359549995793,5,0,0,3,0.5,0.5773502691896257,4,593.5,222.73863607376248,2,8,7,1066.6666666666667,372.49161064378353,5,0.04642857142857145,0.15153971662335172,7,-0.007904521404521438,0.16767281179262414,7,221.14285714285714,166.12989754148066,7,1040,363.7383064176161,5,-0.25,-3.866666666666667
Mix_20_S54,20.3,47,53,47,68664000,0.39553327212111883,0.4092624844733813,10,-0.14141665087479366,0.21279479276914343,8,1,0,6,0.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5163977794943222,6,509.5,482.95393155041194,2,4,10,1388.888888888889,799.0735376162313,6,0.01749999999999998,0.08923284148787375,10,-0.037519696969697015,0.1242649734300428,10,301.3,219.77769070889187,10,1152.7777777777778,703.2003560442364,6,-0.030000000000000027,-4.699999999999999
Mix_14_S48,15.1,60,40,60,92556000,0.48872505870542376,0.39023935615943217,11,-0.07948673749036315,0.12356991918092204,10,1.375,0.5175491695067657,8,0.5,0.5477225575051661,6,0,0,3,NA,NA,NA,8,11,1093.75,629.4169322501378,8,0.050454545454545426,0.0806056618809916,11,-0.007450149583444739,0.08951941985199552,11,392.09090909090907,202.27182430850547,11,1104.1666666666667,649.7099474942769,8,0.09999999999999998,-9.9
Mix_20_S56,20.2,91.5,8.5,91.5,91668000,0.6970883262088386,0.34328793147563025,4,0.24999999999999997,0.056363584007623334,2,1.25,0.5,4,0.6666666666666666,0.5773502691896257,3,1,NA,1,1268,NA,1,3,4,1210.4166666666667,824.9964926973709,4,-0.030000000000000027,0.07820912137766708,4,-0.03480681818181808,0.09150694689875495,4,312,175.47079529084036,4,1141.6666666666667,886.2634839385876,4,0.41500000000000004,-4.800000000000001
Mix_20_S58,20.133333333333333,82,18,82,85728000,0.640966249532903,0.13723969697524543,7,0.22059134666243524,0.17513507848315368,4,1,0,7,0.6666666666666666,0.5773502691896257,3,1,0,4,635,373.4425435503209,4,9,7,1469.0476190476193,320.94025223185315,7,0.04928571428571425,0.034086724129853925,7,0.020440476190476176,0.04685771197954163,7,364,189.39376969689368,7,1469.0476190476193,320.94025223185315,7,0.31999999999999995,-4.866666666666667
Mix_20_S65,20.9,67,33,67,84744000,0.5908601005391486,0.2592774957301714,11,0.23369198642989766,0.16447881376175158,10,1.3636363636363635,0.674199862463242,11,0.4,0.5477225575051661,5,0.8,0.44721359549995793,5,863.75,344.9235422524824,4,16,11,1110.858585858586,595.5084643299912,11,0.08818181818181815,0.08432890154842297,11,0.045582491582491655,0.062450471796032726,11,317.8181818181818,186.48207323054845,11,1039.3939393939395,639.1953590810145,11,0.17000000000000004,-4.100000000000001
Mix_20_S01,22,39,61,39,4224000,0.42468139799124677,0.38097186320083654,9,-0.013550267397085404,0.13852402506561862,8,1.3333333333333333,0.5163977794943222,6,1,0,2,0.8,0.44721359549995793,5,755.25,519.0679949036863,4,6,9,1056.9444444444446,481.7334632653514,6,0.06277777777777788,0.09644010806943572,9,0.014818930041152287,0.05148875100867789,9,468.22222222222223,183.55774144514976,9,1080.5555555555557,580.8438943723431,6,-0.10999999999999999,-3
Mix_20_S02,20.533333333333335,64,36,64,5364000,0.6278196226190451,0.31162673803760793,12,0.255745331761974,0.25818130526468036,12,1.1818181818181819,0.40451991747794525,11,1,0,3,0.6,0.5477225575051661,5,735,283.50132274823693,3,8,12,1390.909090909091,619.1667176475365,11,0.08045454545454556,0.1250890591829386,11,-0.004954403340766931,0.10632106185456933,11,428.3636363636364,226.2442364911304,11,1345.4545454545455,654.772687829351,11,0.14,-4.466666666666665
Mix_20_S04,21.366666666666667,55,45,55,4824000,0.6040899262568801,0.2825616136365246,12,0.19955478718467204,0.3597920368169473,12,1.4166666666666667,0.7929614610987591,12,0.5,0.5477225575051661,6,1,0,6,460.1666666666667,343.0973136978293,6,14,12,1046.5277777777778,722.2116597906727,12,0.1016666666666668,0.09434784126579224,12,0.031310139573070606,0.11542714346413795,12,365,217.38403387051724,12,1013.8888888888889,748.3595977483603,12,0.050000000000000044,-3.633333333333333
Mix_14_S01,14,60,40,60,19872000,0.4893200918582522,0.3129625698594578,9,0.059231734997065306,0.4260156390745901,6,1.375,0.7440238091428449,8,0.25,0.5,4,1,NA,1,618,NA,1,9,9,740.6250000000001,382.9562715929601,8,0.008333333333333304,0.1811767093199344,9,-0.027964355332776414,0.22050914857367362,9,292.55555555555554,222.82678873460836,9,714.5833333333334,414.56015130209886,8,0.09999999999999998,-11
Mix_14_S02,14,55,45,55,20520000,0.3061522171749946,0.3159955955298565,10,-0.27369343655510375,0.452074089141276,8,1.125,0.3535533905932738,8,0.25,0.5,4,0.2,0.44721359549995793,5,385,NA,1,10,10,770.8333333333334,657.2398996669981,8,-0.007999999999999874,0.04308905506815694,10,-0.029010919540229763,0.053918576373893086,10,231.4,164.451411263834,10,869.0476190476192,710.79171894787,7,0.050000000000000044,-11
Mix_20_S19,19.633333333333333,50,50,50,21636000,0.615467356543333,0.2050528057024388,11,0.1794571517996935,0.18064550207257657,10,1.2727272727272727,0.46709936649691375,11,0.3333333333333333,0.5773502691896257,3,0.875,0.3535533905932738,8,525.8571428571429,430.6040054665185,7,16,11,1153.787878787879,570.469636405485,11,0.13772727272727273,0.34256651643413444,11,-0.03491221033868093,0.16874597397129013,11,277.09090909090907,197.0017535685683,11,1042.4242424242425,476.0580984830666,11,0,-5.366666666666667
Mix_20_S25,21.2,36,64,36,7548000,0.6274982401266621,0.3065834098183133,12,0.22232736409843754,0.3097083474962471,12,1.2727272727272727,0.46709936649691375,11,0.3333333333333333,0.5773502691896257,3,0.7777777777777778,0.44095855184409843,9,494.57142857142856,415.9514623698528,7,9,12,1183.3333333333335,580.4811222885146,11,0.07583333333333331,0.12297141821158974,12,0.007390213195170155,0.12396244169737046,12,394.1666666666667,202.8048024056331,12,1051.5151515151515,641.6755213871531,11,-0.14,-3.8000000000000007
Mix_20_S32,21.633333333333333,38,62,38,34956000,0.6094700333491733,0.33645132458170757,12,0.21705069292897514,0.299200874777102,12,1.3,0.48304589153964794,10,0.25,0.5,4,0.75,0.4629100498862757,8,346.5,157.26633460470808,6,12,12,1420.8333333333335,591.1415249067992,10,0.05041666666666681,0.15259063377269091,12,-0.009937500000000044,0.15526280313267612,12,349.5833333333333,198.00296523644346,12,1411.6666666666667,617.7942643683411,10,-0.12,-3.366666666666667
Mix_20_S37,20.533333333333335,56,43,56,20736000,0.6334507121942516,0.19919534240300896,7,0.2931214468984253,0.2538762629655028,4,1.6666666666666667,0.816496580927726,6,0,NA,1,1,0,3,685.3333333333334,579.5112883571237,3,10,7,882.8703703703704,250.44661752647548,6,0.10428571428571422,0.06373307431706682,7,0.07072619047619051,0.04243226394866914,7,473.57142857142856,155.80849050769254,7,647.2222222222223,306.85079013652125,6,0.06000000000000005,-4.466666666666665
Mix_20_S39,21.466666666666665,18,74,18,34344000,0.5104148462774951,0.44234122390995056,7,-0.27491382806163833,0.03688224238853193,2,1.6,0.8944271909999159,5,1,0,2,0.6666666666666666,0.5773502691896257,3,1009.5,389.6158364337877,2,3,7,1236.111111111111,1019.4028147721745,5,-0.04583333333333347,0.17065804014656524,6,-0.06114898989898979,0.15299707565060525,6,286,193.73693504337265,6,1033.3333333333335,848.7736251007489,5,-0.32,-3.533333333333335
Mix_20_S42,20.866666666666667,77.5,22.5,77.5,39912000,0.47313326742604644,0.41944497205416237,11,-0.13595752404740757,0.16839542126889118,10,1.25,0.4629100498862757,8,0.5,0.5773502691896257,4,0.3333333333333333,0.5163977794943222,6,793.5,200.11121907579295,2,8,11,1180.2083333333335,761.0291890507891,8,0.10499999999999998,0.09354143466934856,10,0.05841481481481479,0.06348997739077354,10,434.6,184.2933651666398,10,1062.5,864.3627802450867,8,0.275,-4.133333333333333
Mix_20_S43,21,63,37,63,39540000,0.5293778888515095,0.4477240814438858,12,0.08735156557508564,0.5972002923516858,12,1.375,0.5175491695067657,8,1,0,3,0.5,0.5773502691896257,4,426.5,246.7802666341051,2,7,12,1425,833.6189986562416,8,0.03666666666666677,0.06886526150697639,12,-0.01168326118326122,0.06177702951875499,12,383,183.72212218951256,12,681.25,473.45718533908257,8,0.13,-4
Mix_14_S28,14.3,50,50,50,62748000,0.5701917576142232,0.3906453487952758,9,0.12636629671346866,0.11991638065478075,8,1.4285714285714286,0.5345224838248488,7,0.75,0.5,4,0.5,0.5773502691896257,4,94,130.10764773832474,2,5,9,1190.4761904761906,727.2861237643035,7,0.05833333333333332,0.1402453207775575,9,-0.0028968253968253916,0.10955548293309172,9,442.22222222222223,201.06390636920503,9,876.1904761904763,478.21593050679127,7,0,-10.7
Mix_14_S29,14.3,50,50,50,64476000,0.6680974061330646,0.40995626327182055,9,0.15884683557501822,0.5800322793478642,6,1.625,1.1877349391654208,8,0.8333333333333334,0.408248290463863,6,0.5,0.7071067811865476,2,53,NA,1,3,9,1230.9027777777778,897.0525879002602,8,-0.0062500000000002,0.1567926291999358,8,-0.0161979166666667,0.12851345536295172,8,287.25,248.56488086614328,8,1272.9166666666667,874.7306841772901,8,0,-10.7
Mix_14_S33,14.433333333333334,78,22,78,70656000,0.6218755097758802,0.43509600290978967,12,0.21208150030230355,0.27862974547013997,12,1.1111111111111112,0.3333333333333333,9,0.8333333333333334,0.408248290463863,6,0.4,0.5477225575051661,5,826.5,82.73149339882606,2,4,12,1695.3703703703704,697.5541485242968,9,0.008749999999999999,0.10052419428358356,12,-0.009197483790156244,0.09237968455290659,12,351.1666666666667,188.66556911555688,12,1690.7407407407409,705.3914944864498,9,0.28,-10.566666666666666
